기업,종목코드,기간,기준일,항목,값,통화,값구분,출처,검산,라운드
NVIDIA,NVDA,2010Q1,2010-05-02,분기별 매출액,1001813000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581010000018/,,1
NVIDIA,NVDA,2010Q1,2010-05-02,분기별 영업이익,147393000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581010000018/,,1
NVIDIA,NVDA,2010Q1,2010-05-02,분기별 당기순이익(지배),137594000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581010000018/,,1
NVIDIA,NVDA,2010Q1,2010-05-02,분기별 영업활동현금흐름,-5397000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581010000018/,,1
NVIDIA,NVDA,2010Q1,2010-05-02,분기말 자산총계,3803030000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581010000018/,,1
NVIDIA,NVDA,2010Q1,2010-05-02,분기말 부채총계,942385000,USD,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/1045810/000104581010000018/,부채및자본 3803030000 − 총자본 2860645000,1
NVIDIA,NVDA,2010Q1,2010-05-02,분기말 총자본(자기자본),2860645000,USD,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/1045810/000104581010000018/,"StockholdersEquity, MinorityInterest 태그 없음",1
NVIDIA,NVDA,2010Q1,2010-05-02,분기말 지배지분 자본,2860645000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581010000018/,,1
NVIDIA,NVDA,2010Q1,2010-04-30,분기말 종가,15.71,USD,API,https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2010-04-30),분할조정 종가 0.3927 × 이후 분할계수 40,1
NVIDIA,NVDA,2010Q1,2010-05-17,분기말 상장주식수,572168377,주,공시(표지 기준일),https://www.sec.gov/Archives/edgar/data/1045810/000104581010000018/,dei:EntityCommonStockSharesOutstanding 클래스 합,1
NVIDIA,NVDA,2010Q1,2010-04-30,분기말 시가총액,8988765203,USD,계산(종가×주식수),https://query1.finance.yahoo.com/v8/finance/chart/NVDA?interval=1d&events=splits (2010-04-30) ; https://www.sec.gov/Archives/edgar/data/1045810/000104581010000018/,종가 15.71 × 주식수 572168377,1
NVIDIA,NVDA,2010Q2,2010-08-01,분기별 매출액,811208000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581010000029/,,1
NVIDIA,NVDA,2010Q2,2010-08-01,분기별 영업이익,-175207000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581010000029/,,1
NVIDIA,NVDA,2010Q2,2010-08-01,분기별 당기순이익(지배),-140961000,USD,공시,https://www.sec.gov/Archives/edgar/data/1045810/000104581010000029/,,1
NVIDIA,NVDA,2010Q2,2010-08-01,분기별 영업활동현금흐름,34344000,USD,계산(누적차감),https://www.sec.gov/Archives/edgar/data/1045810/000104581010000029/ ; https://www.sec.gov/Archives/edgar/data/1045810/000104581010000018/,누적 28947000 − 직전누적 -5397000 (시작 2010-02-01),1
