기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처,라운드
Cooper Companies,COO,2010Q4,2011-01-31,분기별 영업이익,재작성 반영,54793000,공시,https://www.sec.gov/Archives/edgar/data/711404/000119312511056256/,48713000,https://www.sec.gov/Archives/edgar/data/711404/000119312512106892/,30
Cooper Companies,COO,2010Q4,2011-01-31,분기별 당기순이익(지배),재작성 반영,45295000,공시,https://www.sec.gov/Archives/edgar/data/711404/000119312511056256/,39215000,https://www.sec.gov/Archives/edgar/data/711404/000071140412000011/,30
Cooper Companies,COO,2011Q2,2011-07-31,분기별 영업이익,재작성 반영,45887000,공시,https://www.sec.gov/Archives/edgar/data/711404/000119312511240289/,51967000,https://www.sec.gov/Archives/edgar/data/711404/000071140412000004/,30
Cooper Companies,COO,2011Q2,2011-07-31,분기별 당기순이익(지배),재작성 반영,38137000,공시,https://www.sec.gov/Archives/edgar/data/711404/000119312511240289/,44217000,https://www.sec.gov/Archives/edgar/data/711404/000071140412000011/,30
Cooper Companies,COO,2015Q3,2015-10-31,분기말 자산총계,재작성 검증 실패(원 공시 유지),4460610000,공시,https://www.sec.gov/Archives/edgar/data/711404/000071140415000021/,,https://www.sec.gov/Archives/edgar/data/711404/000071140415000021/,30
Cooper Companies,COO,2015Q3,2015-10-31,분기말 부채총계,재작성 검증 실패(원 공시 유지),1786706000,공시,https://www.sec.gov/Archives/edgar/data/711404/000071140415000021/,,https://www.sec.gov/Archives/edgar/data/711404/000071140415000021/,30
Cooper Companies,COO,2015Q3,2015-10-31,분기말 총자본(자기자본),재작성 검증 실패(원 공시 유지),2673904000,공시,https://www.sec.gov/Archives/edgar/data/711404/000071140415000021/,,https://www.sec.gov/Archives/edgar/data/711404/000071140415000021/,30
Cooper Companies,COO,2015Q3,2015-10-31,분기말 지배지분 자본,재작성 검증 실패(원 공시 유지),2667509000,공시,https://www.sec.gov/Archives/edgar/data/711404/000071140415000021/,,https://www.sec.gov/Archives/edgar/data/711404/000071140415000021/,30
Cooper Companies,COO,2016Q3,2016-10-31,분기말 자산총계,재작성 반영,4475918000,공시,https://www.sec.gov/Archives/edgar/data/711404/000071140416000042/,4478600000,https://www.sec.gov/Archives/edgar/data/711404/000071140418000047/,30
Cooper Companies,COO,2016Q3,2016-10-31,분기말 부채총계,재작성 반영,1775883000,공시,https://www.sec.gov/Archives/edgar/data/711404/000071140416000042/,1782700000,https://www.sec.gov/Archives/edgar/data/711404/000071140417000044/,30
Cooper Companies,COO,2016Q3,2016-10-31,분기말 총자본(자기자본),재작성 반영,2700035000,공시,https://www.sec.gov/Archives/edgar/data/711404/000071140416000042/,2695900000,https://www.sec.gov/Archives/edgar/data/711404/000071140419000051/,30
Cooper Companies,COO,2016Q3,2016-10-31,분기말 지배지분 자본,재작성 반영,2699867000,공시,https://www.sec.gov/Archives/edgar/data/711404/000071140416000042/,2695800000,https://www.sec.gov/Archives/edgar/data/711404/000071140417000044/,30
