기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처,라운드
Tyler Technologies,TYL,2012Q4,2012-12-31,분기말 자산총계,재작성 반영,338315000,공시,https://www.sec.gov/Archives/edgar/data/860731/000119312513067262/,338666000,https://www.sec.gov/Archives/edgar/data/860731/000156459015000744/,25
Tyler Technologies,TYL,2012Q4,2012-12-31,분기말 부채총계,재작성 반영,193016000,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/860731/000119312513067262/,193367000,https://www.sec.gov/Archives/edgar/data/860731/000119312514058350/,25
Tyler Technologies,TYL,2014Q4,2014-12-31,분기별 영업활동현금흐름,재작성 반영,28306000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/860731/000156459015000744/ ; https://www.sec.gov/Archives/edgar/data/860731/000119312514378800/,47708000,https://www.sec.gov/Archives/edgar/data/860731/000086073117000006/ ; https://www.sec.gov/Archives/edgar/data/860731/000119312514378800/,25
Tyler Technologies,TYL,2014Q4,2014-12-31,분기말 자산총계,재작성 반영,573982000,공시,https://www.sec.gov/Archives/edgar/data/860731/000156459015000744/,569812000,https://www.sec.gov/Archives/edgar/data/860731/000086073117000006/,25
Tyler Technologies,TYL,2014Q4,2014-12-31,분기말 부채총계,재작성 반영,237009000,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/860731/000156459015000744/,232839000,https://www.sec.gov/Archives/edgar/data/860731/000156459016013137/,25
Tyler Technologies,TYL,2015Q4,2015-12-31,분기별 영업활동현금흐름,재작성 반영,19100000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/860731/000156459016013137/ ; https://www.sec.gov/Archives/edgar/data/860731/000156459015008522/,64414000,https://www.sec.gov/Archives/edgar/data/860731/000086073117000006/ ; https://www.sec.gov/Archives/edgar/data/860731/000156459015008522/,25
Tyler Technologies,TYL,2015Q4,2015-12-31,분기말 부채총계,재작성 반영,497713000,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/860731/000156459016013137/,482541000,https://www.sec.gov/Archives/edgar/data/860731/000156459016013137/,25
Tyler Technologies,TYL,2015Q4,2015-12-31,분기말 총자본(자기자본),재작성 반영,858857000,공시(비지배 없음),https://www.sec.gov/Archives/edgar/data/860731/000156459016013137/,874029000,https://www.sec.gov/Archives/edgar/data/860731/000086073119000009/,25
Tyler Technologies,TYL,2015Q4,2015-12-31,분기말 지배지분 자본,재작성 반영,858857000,공시,https://www.sec.gov/Archives/edgar/data/860731/000156459016013137/,874029000,https://www.sec.gov/Archives/edgar/data/860731/000086073119000009/,25
Tyler Technologies,TYL,2016Q1,2016-03-31,분기별 당기순이익(지배),재작성 반영,17079000,공시,https://www.sec.gov/Archives/edgar/data/860731/000156459016016779/,18224000,https://www.sec.gov/Archives/edgar/data/860731/000086073118000011/,25
Tyler Technologies,TYL,2016Q1,2016-03-31,분기별 영업활동현금흐름,재작성 반영,40270000,공시,https://www.sec.gov/Archives/edgar/data/860731/000156459016016779/,41321000,https://www.sec.gov/Archives/edgar/data/860731/000086073117000006/,25
Tyler Technologies,TYL,2016Q2,2016-06-30,분기별 당기순이익(지배),재작성 반영,18872000,공시,https://www.sec.gov/Archives/edgar/data/860731/000156459016021582/,25007000,https://www.sec.gov/Archives/edgar/data/860731/000086073118000011/,25
Tyler Technologies,TYL,2016Q2,2016-06-30,분기별 영업활동현금흐름,재작성 반영,13877000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/860731/000156459016021582/ ; https://www.sec.gov/Archives/edgar/data/860731/000156459016016779/,12826000,https://www.sec.gov/Archives/edgar/data/860731/000156459016021582/ ; https://www.sec.gov/Archives/edgar/data/860731/000086073117000006/,25
Tyler Technologies,TYL,2016Q3,2016-09-30,분기별 당기순이익(지배),재작성 반영,22264000,공시,https://www.sec.gov/Archives/edgar/data/860731/000156459016026222/,35430000,https://www.sec.gov/Archives/edgar/data/860731/000086073118000011/,25
