기업,종목코드,기간,기준일,항목,구분,원 공시값,원 값구분,원 출처,나중 보고서 값,나중 보고서 출처,라운드
Nordson,NDSN,2013Q3,2013-10-31,분기말 자산총계,재작성 반영,2042289000,공시,https://www.sec.gov/Archives/edgar/data/72331/000119312513474384/,2053179000,https://www.sec.gov/Archives/edgar/data/72331/000156459015011507/,22
Nordson,NDSN,2013Q3,2013-10-31,분기말 부채총계,재작성 반영,1154426000,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/72331/000119312513474384/,1165316000,https://www.sec.gov/Archives/edgar/data/72331/000119312514442368/,22
Nordson,NDSN,2015Q3,2015-10-31,분기말 자산총계,재작성 검증 실패(원 공시 유지),2360444000,공시,https://www.sec.gov/Archives/edgar/data/72331/000156459015011507/,,https://www.sec.gov/Archives/edgar/data/72331/000156459015011507/,22
Nordson,NDSN,2015Q3,2015-10-31,분기말 부채총계,재작성 검증 실패(원 공시 유지),1700428000,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/72331/000156459015011507/,,https://www.sec.gov/Archives/edgar/data/72331/000156459015011507/,22
Nordson,NDSN,2015Q3,2015-10-31,분기말 총자본(자기자본),재작성 검증 실패(원 공시 유지),660016000,공시,https://www.sec.gov/Archives/edgar/data/72331/000156459015011507/,,https://www.sec.gov/Archives/edgar/data/72331/000156459015011507/,22
Nordson,NDSN,2016Q3,2016-10-31,분기말 자산총계,재작성 반영,2422365000,공시,https://www.sec.gov/Archives/edgar/data/72331/000156459016030237/,2420583000,https://www.sec.gov/Archives/edgar/data/72331/000156459018030928/,22
Nordson,NDSN,2016Q3,2016-10-31,분기말 부채총계,재작성 반영,1570762000,계산(부채및자본-총자본),https://www.sec.gov/Archives/edgar/data/72331/000156459016030237/,1568980000,https://www.sec.gov/Archives/edgar/data/72331/000156459017024983/,22
Nordson,NDSN,2016Q4,2017-01-31,분기별 영업활동현금흐름,재작성 반영,78007000,공시,https://www.sec.gov/Archives/edgar/data/72331/000156459017003417/,81151000,https://www.sec.gov/Archives/edgar/data/72331/000156459018004341/,22
Nordson,NDSN,2017Q1,2017-04-30,분기별 영업활동현금흐름,재작성 반영,61357000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/72331/000156459017012377/ ; https://www.sec.gov/Archives/edgar/data/72331/000156459017003417/,63121000,https://www.sec.gov/Archives/edgar/data/72331/000156459018014988/ ; https://www.sec.gov/Archives/edgar/data/72331/000156459018004341/,22
Nordson,NDSN,2017Q2,2017-07-31,분기별 영업활동현금흐름,재작성 반영,76827000,계산(누적차감),https://www.sec.gov/Archives/edgar/data/72331/000156459017018258/ ; https://www.sec.gov/Archives/edgar/data/72331/000156459017012377/,71919000,https://www.sec.gov/Archives/edgar/data/72331/000156459017018258/ ; https://www.sec.gov/Archives/edgar/data/72331/000156459018014988/,22
Nordson,NDSN,2017Q3,2017-10-31,분기별 영업이익,재분류(미반영),124788000,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/72331/000156459017024983/ ; https://www.sec.gov/Archives/edgar/data/72331/000156459017018258/,133488000,https://www.sec.gov/Archives/edgar/data/72331/000156459019045927/ ; https://www.sec.gov/Archives/edgar/data/72331/000156459017018258/,22
Nordson,NDSN,2017Q4,2018-01-31,분기별 영업이익,재분류(미반영),117723000,공시,https://www.sec.gov/Archives/edgar/data/72331/000156459018004341/,119350000,https://www.sec.gov/Archives/edgar/data/72331/000156459019006655/,22
Nordson,NDSN,2018Q1,2018-04-30,분기별 영업이익,재분류(미반영),126705000,공시,https://www.sec.gov/Archives/edgar/data/72331/000156459018014988/,128892000,https://www.sec.gov/Archives/edgar/data/72331/000156459019021843/,22
Nordson,NDSN,2018Q2,2018-07-31,분기별 영업이익,재분류(미반영),135576000,공시,https://www.sec.gov/Archives/edgar/data/72331/000156459018022603/,137542000,https://www.sec.gov/Archives/edgar/data/72331/000156459019034133/,22
Nordson,NDSN,2018Q3,2018-10-31,분기별 영업이익,재분류(미반영),114553000,계산(연간-3분기누적),https://www.sec.gov/Archives/edgar/data/72331/000156459018030928/ ; https://www.sec.gov/Archives/edgar/data/72331/000156459018022603/,116795000,https://www.sec.gov/Archives/edgar/data/72331/000007233120000024/ ; https://www.sec.gov/Archives/edgar/data/72331/000156459019034133/,22
